LOSSFILE	
FileFormatVersion	YLT_1.1
LossTableHeaderFormat	Manual Import
LossTableHeaderProducer	MAT-R
LossTableType	YLT
LossTableBasis	AM
CreateDate	2018-08-07
Model	Elements
ModelProvider	IF
ModelSystem	Elements
ModelSystemVersion	10.0.0.0
ModelSystemInstance	PRD
ResultsDatabaseName	IF_RES_2018_THFL
User	U000886
Simulation_Set_Id	7511
Peril	FL
Region	Thailand
Model_Version	10.0.0.0
ModelModule	DLM
Geo_Code	THA
SourceResultsReference	42
ResultsName	FPG_QS_SPL - FPG_QS_SPL
ResultsDescription	NA
Run_Date	2018-06-27
Run_Date	2018-06-27
Currency	THB
FinPerspective	GU
Years	100000
SimulationPeriodBasis	1
OccurrenceBasis	PerEvent
OEP2	0
OEP5	8169385
OEP10	131946097
OEP25	565116148
OEP50	1855095265
OEP100	2171342391
OEP200	2356876878
OEP250	2391373373
OEP500	2520814472
OEP1000	2683327326
OEP5000	2969410750
OEP10000	3104076686
AAL	86965188.90267
STD	352523451.318785
COV	4.05361565664306
#[HEADER-END]
EventID	Year	MM-DD(n)	Value
751103894	97908	06-13(0)	483400497
751103895	895	07-05(0)	296952544
751103895	4407	05-15(0)	296952544
751103895	36854	05-17(0)	296952544
751103895	62371	07-19(0)	296952544
751103896	25488	08-12(0)	2360194059
751103896	29531	08-11(0)	2360194059
751103896	32612	06-19(0)	2360194059
751103896	34579	06-24(0)	2360194059
751103896	34989	09-17(0)	2360194059
751103896	38139	08-17(0)	2360194059
751103896	39928	05-22(0)	2360194059
751103896	41169	06-20(0)	2360194059
751103896	50605	07-05(0)	2360194059
751103896	69215	10-03(0)	2360194059
751103896	76115	09-28(0)	2360194059
751103896	77549	05-21(0)	2360194059
751103896	77776	07-03(0)	2360194059
751103896	89933	08-11(0)	2360194059
751103896	92592	07-20(0)	2360194059
751103897	12465	10-06(0)	1622487
751103897	55627	08-09(0)	1622487
751103897	63303	10-12(0)	1622487
751103897	71954	06-28(0)	1622487
751103897	76695	10-06(0)	1622487
751103897	93270	08-03(0)	1622487
751103897	99509	09-08(0)	1622487
751103899	5092	09-19(0)	108458633
751103899	8985	07-22(0)	108458633
751103899	45925	06-01(0)	108458633
751103899	72088	07-11(0)	108458633
751103899	74404	07-08(0)	108458633
751103900	14460	09-25(0)	159243966
751103900	22736	09-09(0)	159243966
751103900	51542	05-20(0)	159243966
751103900	69131	08-25(0)	159243966
751103900	75457	08-20(0)	159243966
751103900	92309	07-08(0)	159243966
751103900	96462	05-21(0)	159243966
751103902	35717	07-12(0)	46813842
751103902	43595	07-24(0)	46813842
751103902	49440	06-10(0)	46813842
751103902	49987	08-23(0)	46813842
751103902	76750	09-04(0)	46813842
751103902	95308	08-21(0)	46813842
751103903	16802	08-31(0)	34970717
751103903	24539	08-13(0)	34970717
751103903	25151	10-06(0)	34970717
751103903	49396	07-01(0)	34970717
751103906	10735	10-04(0)	42618112
751103906	15842	05-24(0)	42618112
751103906	57365	09-18(0)	42618112
751103906	64505	06-19(0)	42618112
751103908	24462	07-04(0)	1720067
751103908	26796	07-09(0)	1720067
751103908	54377	08-11(0)	1720067
751103908	60980	05-15(0)	1720067
751103914	90448	06-20(0)	104576786
751103915	1099	09-16(0)	127109474
751103915	38373	06-11(0)	127109474
751103915	51931	07-17(0)	127109474
751103915	55595	05-26(0)	127109474
751103915	63647	06-27(0)	127109474
751103915	64424	09-11(0)	127109474
751103915	64898	08-19(0)	127109474
751103917	6283	09-08(0)	69276437
751103917	37262	09-01(0)	69276437
751103917	43079	07-30(0)	69276437
751103917	43682	09-29(0)	69276437
751103917	52320	08-28(0)	69276437
751103917	52833	08-22(0)	69276437
751103917	64900	07-03(0)	69276437
751103918	47	09-30(0)	2034479730
751103918	5525	07-30(0)	2034479730
751103918	25729	06-06(0)	2034479730
751103918	41680	06-29(0)	2034479730
751103918	85875	06-16(0)	2034479730
751103919	19497	06-04(0)	208800032
751103919	47264	06-01(0)	208800032
751103919	65481	07-28(0)	208800032
751103919	67580	07-14(0)	208800032
751103920	13683	09-22(0)	103764863
751103920	48146	05-20(0)	103764863
751103920	50647	09-19(0)	103764863
751103920	64023	05-17(0)	103764863
751103920	97698	09-12(0)	103764863
751103926	2916	05-21(0)	285378386
751103926	34000	07-04(0)	285378386
751103926	90094	08-22(0)	285378386
751103927	16702	08-26(0)	1776276853
751103927	42269	07-17(0)	1776276853
751103928	8990	08-20(0)	25110670
751103928	25775	10-09(0)	25110670
751103928	26250	08-27(0)	25110670
751103928	71968	06-11(0)	25110670
751103928	81732	05-22(0)	25110670
751103928	97705	10-14(0)	25110670
751103931	37364	08-11(0)	241385647
751103931	59147	07-04(0)	241385647
751103933	26513	09-11(0)	2207502311
751103933	28973	08-15(0)	2207502311
751103933	46840	10-10(0)	2207502311
751103933	85849	10-12(0)	2207502311
751103933	91295	08-14(0)	2207502311
751103935	38041	09-06(0)	42964615
751103935	42595	08-30(0)	42964615
751103935	46501	06-10(0)	42964615
751103936	4134	08-23(0)	1610889
751103936	15935	10-12(0)	1610889
751103936	42267	08-23(0)	1610889
751103936	53800	06-16(0)	1610889
751103936	61573	10-11(0)	1610889
751103936	75191	09-09(0)	1610889
751103940	5874	10-04(0)	16579752
751103940	13240	08-02(0)	16579752
751103940	15997	07-11(0)	16579752
751103940	36125	10-10(0)	16579752
751103940	44549	06-24(0)	16579752
751103940	60229	09-01(0)	16579752
751103943	4567	09-06(0)	298597778
751103943	28038	07-25(0)	298597778
751103943	30617	07-19(0)	298597778
751103943	35299	06-05(0)	298597778
751103943	55769	06-19(0)	298597778
751103943	80078	07-21(0)	298597778
751103943	93968	10-06(0)	298597778
751103945	63298	08-25(0)	18332349
751103945	75199	09-14(0)	18332349
751103946	25405	10-09(0)	2192723606
751103946	47493	09-06(0)	2192723606
751103946	67917	06-18(0)	2192723606
751103946	77001	06-25(0)	2192723606
751103946	82806	08-20(0)	2192723606
751103946	91281	10-12(0)	2192723606
751103949	73750	09-06(0)	1555232
751103949	79592	06-03(0)	1555232
751103949	84694	09-06(0)	1555232
751103950	32348	06-11(0)	288020340
751103950	43217	10-06(0)	288020340
751103950	94611	10-14(0)	288020340
751103951	663	05-23(0)	39983698
751103951	19005	08-20(0)	39983698
751103953	12894	05-25(0)	373882905
751103953	25331	06-01(0)	373882905
751103953	54469	08-03(0)	373882905
751103953	66141	06-12(0)	373882905
751103953	71098	06-29(0)	373882905
751103953	75240	08-16(0)	373882905
751103953	81397	05-28(0)	373882905
751103956	40223	07-30(0)	17420531
751103956	51099	07-31(0)	17420531
751103956	74344	09-20(0)	17420531
751103957	1871	07-16(0)	373757806
751103957	29283	05-19(0)	373757806
751103957	34069	06-04(0)	373757806
751103957	72917	06-04(0)	373757806
751103957	84855	06-28(0)	373757806
751103957	88804	09-15(0)	373757806
751103958	2666	06-25(0)	233368807
751103958	55293	07-07(0)	233368807
751103958	81265	05-21(0)	233368807
751103959	46511	06-15(0)	623100989
751103959	56160	07-08(0)	623100989
751103959	94488	10-01(0)	623100989
751103961	7481	06-20(0)	41834367
751103961	22639	07-22(0)	41834367
751103961	34812	07-28(0)	41834367
751103961	43115	07-16(0)	41834367
751103961	70720	06-07(0)	41834367
751103961	74280	06-10(0)	41834367
751103967	11139	09-04(0)	254686738
751103967	64494	05-31(0)	254686738
751103968	22532	09-26(0)	67466901
751103968	22590	09-27(0)	67466901
751103968	28825	10-04(0)	67466901
751103968	46800	06-09(0)	67466901
751103968	96374	07-04(0)	67466901
751103970	43951	08-05(0)	1878363012
751103970	69994	07-10(0)	1878363012
751103970	83661	07-18(0)	1878363012
751103973	8046	05-21(0)	40982109
751103973	13658	10-02(0)	40982109
751103973	18949	09-05(0)	40982109
751103973	29166	09-08(0)	40982109
751103973	40276	10-05(0)	40982109
751103973	44180	08-09(0)	40982109
751103973	50458	05-21(0)	40982109
751103973	54195	08-10(0)	40982109
751103973	83654	05-16(0)	40982109
751103973	84176	06-23(0)	40982109
751103977	26620	08-02(0)	46037481
751103977	27426	07-18(0)	46037481
751103977	32193	06-21(0)	46037481
751103977	54949	06-11(0)	46037481
751103977	59416	08-27(0)	46037481
751103977	60346	09-16(0)	46037481
751103978	16798	06-27(0)	18955
751103978	44291	05-25(0)	18955
751103978	62911	10-10(0)	18955
751103978	66182	09-05(0)	18955
751103978	72065	10-02(0)	18955
751103978	73434	10-12(0)	18955
751103978	95151	08-03(0)	18955
751103979	57879	07-17(0)	81723879
751103979	80898	07-26(0)	81723879
751103985	1810	08-05(0)	286921647
751103985	70455	08-18(0)	286921647
751103985	76207	08-27(0)	286921647
751103985	92555	05-19(0)	286921647
751103987	20725	05-24(0)	83323751
751103987	23866	07-30(0)	83323751
751103987	37455	06-03(0)	83323751
751103987	40833	08-31(0)	83323751
751103987	87210	08-29(0)	83323751
751103987	89019	05-16(0)	83323751
751103990	31783	08-31(0)	136749602
751103990	56530	09-15(0)	136749602
751103990	75562	05-17(0)	136749602
751103990	76071	06-28(0)	136749602
751103990	89993	06-04(0)	136749602
751103991	12627	10-13(0)	1925017637
751103991	17715	07-03(0)	1925017637
751103991	39695	06-04(0)	1925017637
751103991	46052	10-11(0)	1925017637
751103991	58894	10-07(0)	1925017637
751103992	1585	08-28(0)	46543828
751103992	6333	06-29(0)	46543828
751103992	10292	06-29(0)	46543828
751103992	12203	08-26(0)	46543828
751103992	16026	06-25(0)	46543828
751103992	29630	07-04(0)	46543828
751103992	29815	09-10(0)	46543828
751103992	68732	07-09(0)	46543828
751103992	77710	06-02(0)	46543828
751103992	79654	06-29(0)	46543828
751103996	23008	08-17(0)	1828207949
751103996	44909	09-14(0)	1828207949
751103996	46877	06-08(0)	1828207949
751103998	7323	10-06(0)	6939006
751103998	20066	08-04(0)	6939006
751103998	21765	05-29(0)	6939006
751103998	26286	07-22(0)	6939006
751103998	71202	07-23(0)	6939006
751104001	17101	07-10(0)	220015274
751104001	44663	06-11(0)	220015274
751104001	46649	08-11(0)	220015274
751104001	81426	10-12(0)	220015274
751104002	37633	07-12(0)	20631376
751104002	44368	09-30(0)	20631376
751104002	50981	06-22(0)	20631376
751104002	52311	09-21(0)	20631376
751104002	89186	08-12(0)	20631376
751104002	98677	09-04(0)	20631376
751104004	12260	10-10(0)	44230291
751104004	28287	09-06(0)	44230291
751104004	62379	09-20(0)	44230291
751104004	82614	10-07(0)	44230291
751104004	87163	05-21(0)	44230291
751104005	45267	08-28(0)	39511892
751104005	62026	08-30(0)	39511892
751104006	3599	10-03(0)	19179572
751104006	33582	06-14(0)	19179572
751104006	35108	07-30(0)	19179572
751104006	63251	08-31(0)	19179572
751104007	8919	05-21(0)	29077820
751104007	62207	09-19(0)	29077820
751104007	77656	06-10(0)	29077820
751104007	81683	09-14(0)	29077820
751104008	36780	07-06(0)	43712630
751104008	45300	09-19(0)	43712630
751104008	52292	07-02(0)	43712630
751104008	61520	10-05(0)	43712630
751104008	77484	07-31(0)	43712630
751104008	79092	09-15(0)	43712630
751104008	89843	07-06(0)	43712630
751104009	30285	06-25(0)	3512787
751104009	57220	07-24(0)	3512787
751104009	60353	07-02(0)	3512787
751104009	69477	06-05(0)	3512787
751104009	89200	08-28(0)	3512787
751104010	51439	07-07(0)	7623014
751104010	80680	05-21(0)	7623014
751104010	82596	08-30(0)	7623014
751104013	6199	06-20(0)	2001416904
751104014	8202	06-12(0)	2368827
751104014	41286	08-27(0)	2368827
751104014	75193	07-28(0)	2368827
751104017	16707	10-11(0)	47210531
751104017	21417	06-04(0)	47210531
751104017	27648	08-08(0)	47210531
751104017	40781	08-19(0)	47210531
751104017	44087	06-26(0)	47210531
751104017	48001	08-01(0)	47210531
751104018	106	06-28(0)	144452420
751104018	37245	09-05(0)	144452420
751104020	7812	09-11(0)	45462984
751104020	13058	06-04(0)	45462984
751104020	14424	10-01(0)	45462984
751104020	28131	06-07(0)	45462984
751104020	32496	08-02(0)	45462984
751104020	32774	07-13(0)	45462984
751104024	25977	08-15(0)	1925604
751104024	26495	07-08(0)	1925604
751104024	31678	07-24(0)	1925604
751104024	43126	09-08(0)	1925604
751104024	74375	09-03(0)	1925604
751104025	26533	06-15(0)	37696260
751104025	36844	06-28(0)	37696260
751104025	39140	07-31(0)	37696260
751104028	4705	06-10(0)	1901839956
751104028	12982	09-28(0)	1901839956
751104028	15001	09-01(0)	1901839956
751104028	21906	08-15(0)	1901839956
751104028	90439	09-17(0)	1901839956
751104033	30453	08-11(0)	54040931
751104033	35241	10-12(0)	54040931
751104033	38540	07-23(0)	54040931
751104033	51016	08-18(0)	54040931
751104033	93391	05-22(0)	54040931
751104034	39578	08-18(0)	28711950
751104034	47200	08-15(0)	28711950
751104035	41863	05-24(0)	10902094
751104035	46624	08-15(0)	10902094
751104035	96382	06-05(0)	10902094
751104040	27754	07-03(0)	33944041
751104040	44198	09-08(0)	33944041
751104040	79406	08-21(0)	33944041
751104041	15062	08-18(0)	122397348
751104041	27118	06-13(0)	122397348
751104041	30173	08-05(0)	122397348
751104041	50744	09-10(0)	122397348
751104041	52980	05-17(0)	122397348
751104041	61579	09-15(0)	122397348
751104041	79271	09-07(0)	122397348
751104041	99553	08-23(0)	122397348
751104042	15071	07-10(0)	37436016
751104042	48076	09-21(0)	37436016
751104042	58525	07-09(0)	37436016
751104042	66702	08-21(0)	37436016
751104042	75740	05-23(0)	37436016
751104043	16304	07-09(0)	175879836
751104043	16636	09-19(0)	175879836
751104043	81687	08-18(0)	175879836
751104043	83876	10-03(0)	175879836
751104044	60227	07-25(0)	49993658
751104044	68590	08-26(0)	49993658
751104044	71734	05-17(0)	49993658
751104045	23838	08-07(0)	41962607
751104045	43320	05-23(0)	41962607
751104045	47967	07-06(0)	41962607
751104046	28968	07-14(0)	47323151
751104046	58461	09-23(0)	47323151
751104046	71061	06-12(0)	47323151
751104046	78359	05-20(0)	47323151
751104046	80092	08-09(0)	47323151
751104048	5130	08-22(0)	47312654
751104048	20002	06-19(0)	47312654
751104048	27273	06-30(0)	47312654
751104048	69424	09-03(0)	47312654
751104048	85674	09-14(0)	47312654
751104048	86167	09-14(0)	47312654
751104048	88416	06-27(0)	47312654
751104049	4107	09-05(0)	25635262
751104049	50671	08-08(0)	25635262
751104049	51567	07-21(0)	25635262
751104049	72040	07-21(0)	25635262
751104049	78001	08-31(0)	25635262
751104049	89375	08-29(0)	25635262
751104052	9345	07-25(0)	775343943
751104052	16981	05-24(0)	775343943
751104052	38491	07-17(0)	775343943
751104052	48579	05-28(0)	775343943
751104052	68079	09-20(0)	775343943
751104054	20750	06-18(0)	51937243
751104054	67099	06-30(0)	51937243
751104054	68435	07-21(0)	51937243
751104054	96054	08-25(0)	51937243
751104054	98011	06-02(0)	51937243
751104055	4839	06-14(0)	55333692
751104055	7416	05-17(0)	55333692
751104055	85817	10-11(0)	55333692
751104055	90456	08-29(0)	55333692
751104057	23965	08-03(0)	61273524
751104057	25041	08-20(0)	61273524
751104057	73339	09-17(0)	61273524
751104057	93775	09-12(0)	61273524
751104058	23839	08-06(0)	44001979
751104058	43548	09-17(0)	44001979
751104058	44242	09-01(0)	44001979
751104058	55526	08-13(0)	44001979
751104058	75384	10-14(0)	44001979
751104061	1003	07-05(0)	16077721
751104061	14681	07-03(0)	16077721
751104061	16634	06-26(0)	16077721
751104061	34351	07-26(0)	16077721
751104061	86452	08-29(0)	16077721
751104061	95660	05-20(0)	16077721
751104063	15230	07-28(0)	828406528
751104063	16081	09-07(0)	828406528
751104063	53834	07-12(0)	828406528
751104063	54728	07-27(0)	828406528
751104063	65440	07-20(0)	828406528
751104063	76151	10-05(0)	828406528
751104063	91249	09-26(0)	828406528
751104063	97893	06-28(0)	828406528
751104064	11940	09-05(0)	207649074
751104064	62987	07-15(0)	207649074
751104064	64985	05-17(0)	207649074
751104064	70383	05-29(0)	207649074
751104064	96580	08-13(0)	207649074
751104065	13346	06-02(0)	3061202
751104065	23913	05-29(0)	3061202
751104065	45538	07-17(0)	3061202
751104065	50504	08-22(0)	3061202
751104065	98077	10-05(0)	3061202
751104065	98996	08-11(0)	3061202
751104068	2243	09-30(0)	42814532
751104068	28394	06-20(0)	42814532
751104068	49517	08-17(0)	42814532
751104068	92531	07-09(0)	42814532
751104069	16250	07-03(0)	536565421
751104069	34753	09-09(0)	536565421
751104069	40081	08-13(0)	536565421
751104069	42556	06-20(0)	536565421
751104069	54250	06-15(0)	536565421
751104069	69326	07-03(0)	536565421
751104070	22806	07-23(0)	948734991
751104070	39512	06-02(0)	948734991
751104070	46682	10-14(0)	948734991
751104072	6418	09-03(0)	759036069
751104072	12577	10-06(0)	759036069
751104072	26826	10-05(0)	759036069
751104072	67097	06-18(0)	759036069
751104072	79053	07-06(0)	759036069
751104072	94401	06-22(0)	759036069
751104073	26400	06-14(0)	77803441
751104075	45582	10-04(0)	46525922
751104075	61203	09-01(0)	46525922
751104075	68216	10-12(0)	46525922
751104075	77915	06-03(0)	46525922
751104075	88714	05-21(0)	46525922
751104075	89738	10-10(0)	46525922
751104077	11107	07-20(0)	177164704
751104077	14128	07-02(0)	177164704
751104077	18560	05-22(0)	177164704
751104077	61570	06-09(0)	177164704
751104077	63920	08-24(0)	177164704
751104077	64613	08-03(0)	177164704
751104077	98161	09-24(0)	177164704
751104077	98355	08-28(0)	177164704
751104078	8558	05-17(0)	55056457
751104078	37961	08-16(0)	55056457
751104078	38256	10-14(0)	55056457
751104078	62229	08-18(0)	55056457
751104078	80756	06-03(0)	55056457
751104078	84996	08-17(0)	55056457
751104081	24138	08-30(0)	2010896555
751104081	33553	06-28(0)	2010896555
751104081	78185	07-22(0)	2010896555
751104081	78285	05-22(0)	2010896555
751104082	67680	06-30(0)	48242963
751104082	77156	08-20(0)	48242963
751104082	93014	07-22(0)	48242963
751104083	12353	10-01(0)	14553855
751104083	17475	09-06(0)	14553855
751104083	22317	05-19(0)	14553855
751104083	26330	09-04(0)	14553855
751104083	28279	10-03(0)	14553855
751104083	44148	05-28(0)	14553855
751104084	6297	09-25(0)	2271266327
751104084	38194	06-17(0)	2271266327
751104084	38536	07-13(0)	2271266327
751104084	79048	07-24(0)	2271266327
751104084	86103	08-11(0)	2271266327
751104084	86377	07-29(0)	2271266327
751104086	2951	05-30(0)	736151131
751104086	12811	10-02(0)	736151131
751104086	29059	09-10(0)	736151131
751104086	35555	06-28(0)	736151131
751104086	45730	07-16(0)	736151131
751104086	68541	06-29(0)	736151131
751104086	71185	09-06(0)	736151131
751104086	71235	05-21(0)	736151131
751104086	79940	07-19(0)	736151131
751104089	33218	06-04(0)	209469395
751104089	42497	09-22(0)	209469395
751104089	55794	05-27(0)	209469395
751104089	60616	05-25(0)	209469395
751104089	67225	08-30(0)	209469395
751104089	92202	07-20(0)	209469395
751104090	4369	05-25(0)	252907367
751104090	4868	07-13(0)	252907367
751104090	47358	06-01(0)	252907367
751104090	85785	07-21(0)	252907367
751104091	935	06-05(0)	47869081
751104091	1298	08-18(0)	47869081
751104091	35056	08-24(0)	47869081
751104091	50791	07-16(0)	47869081
751104091	51815	06-23(0)	47869081
751104091	54244	10-01(0)	47869081
751104091	79420	09-18(0)	47869081
751104091	80294	09-05(0)	47869081
751104091	91284	06-07(0)	47869081
751104091	94575	08-11(0)	47869081
751104095	40375	09-01(0)	109722649
751104095	48835	05-26(0)	109722649
751104095	59714	07-25(0)	109722649
751104095	76024	09-12(0)	109722649
751104095	87777	05-27(0)	109722649
751104095	93031	06-10(0)	109722649
751104096	31064	05-23(0)	113972494
751104096	32947	09-06(0)	113972494
751104096	35398	07-29(0)	113972494
751104096	47674	07-18(0)	113972494
751104096	51648	05-30(0)	113972494
751104097	13047	06-11(0)	243115464
751104097	30597	07-31(0)	243115464
751104097	36299	09-19(0)	243115464
751104097	44825	10-12(0)	243115464
751104097	62771	10-04(0)	243115464
751104097	77120	05-17(0)	243115464
751104097	84997	09-07(0)	243115464
751104097	86188	08-18(0)	243115464
751104101	3525	09-20(0)	565116148
751104101	14768	09-30(0)	565116148
751104101	21969	06-21(0)	565116148
751104101	41983	09-24(0)	565116148
751104101	57746	08-29(0)	565116148
751104101	70833	08-23(0)	565116148
751104101	72310	08-06(0)	565116148
751104101	86502	10-06(0)	565116148
751104101	95505	08-06(0)	565116148
751104103	7221	05-21(0)	42251171
751104103	26848	09-03(0)	42251171
751104103	35350	09-18(0)	42251171
751104103	52074	09-08(0)	42251171
751104103	59546	08-01(0)	42251171
751104103	76565	05-17(0)	42251171
751104103	84562	07-06(0)	42251171
751104103	85399	05-22(0)	42251171
751104103	99340	09-20(0)	42251171
751104104	12829	07-12(0)	159504158
751104104	19920	07-14(0)	159504158
751104104	29925	09-30(0)	159504158
751104104	31503	09-13(0)	159504158
751104105	45028	06-09(0)	7991218
751104105	53444	09-18(0)	7991218
751104107	9162	07-27(0)	159534
751104107	21490	09-08(0)	159534
751104107	62761	08-06(0)	159534
751104107	67806	08-07(0)	159534
751104107	76676	05-19(0)	159534
751104107	96241	05-16(0)	159534
751104107	96767	09-09(0)	159534
751104107	99782	09-22(0)	159534
751104108	17434	08-19(0)	787635976
751104108	24228	09-09(0)	787635976
751104108	38106	06-05(0)	787635976
751104108	88401	10-01(0)	787635976
751104109	2963	09-04(0)	192413015
751104109	45771	06-10(0)	192413015
751104109	47521	05-15(0)	192413015
751104109	79819	09-20(0)	192413015
751104109	82849	05-19(0)	192413015
751104109	87043	09-20(0)	192413015
751104112	20832	09-07(0)	481090029
751104112	41074	09-13(0)	481090029
751104112	45698	06-18(0)	481090029
751104112	59103	10-12(0)	481090029
751104112	61486	06-20(0)	481090029
751104112	98899	09-25(0)	481090029
751104113	16858	06-30(0)	574396657
751104113	32729	06-12(0)	574396657
751104113	62169	09-20(0)	574396657
751104114	7044	06-20(0)	272344210
751104114	79823	09-14(0)	272344210
751104120	4328	08-11(0)	50645596
751104120	16744	05-15(0)	50645596
751104120	28608	06-14(0)	50645596
751104120	48229	09-06(0)	50645596
751104120	75855	06-19(0)	50645596
751104120	76592	05-26(0)	50645596
751104120	91368	08-19(0)	50645596
751104120	93677	08-15(0)	50645596
751104120	99014	10-12(0)	50645596
751104122	311	08-17(0)	308650098
751104122	8745	07-10(0)	308650098
751104122	25345	09-07(0)	308650098
751104122	36726	06-14(0)	308650098
751104122	40048	08-30(0)	308650098
751104122	58094	07-05(0)	308650098
751104122	68878	08-02(0)	308650098
751104122	77275	07-12(0)	308650098
751104124	33940	06-17(0)	1582529
751104124	43988	08-08(0)	1582529
751104124	59525	07-09(0)	1582529
751104126	5463	06-06(0)	2334179
751104126	11058	08-16(0)	2334179
751104126	26151	07-31(0)	2334179
751104126	47348	10-13(0)	2334179
751104126	67487	10-12(0)	2334179
751104126	77375	09-25(0)	2334179
751104126	99840	06-06(0)	2334179
751104128	427	10-02(0)	955047678
751104128	5143	09-21(0)	955047678
751104128	6147	06-13(0)	955047678
751104128	30266	06-30(0)	955047678
751104128	49587	10-01(0)	955047678
751104128	85233	08-14(0)	955047678
751104128	95117	08-06(0)	955047678
751104129	7668	06-20(0)	70555324
751104129	19747	07-03(0)	70555324
751104129	30752	06-02(0)	70555324
751104130	1502	07-30(0)	167505553
751104130	22511	07-26(0)	167505553
751104130	36980	08-07(0)	167505553
751104130	52970	10-08(0)	167505553
751104130	53165	06-28(0)	167505553
751104130	70040	08-30(0)	167505553
751104130	78906	07-06(0)	167505553
751104131	4959	10-09(0)	14490172
751104131	36393	09-23(0)	14490172
751104131	56340	06-17(0)	14490172
751104134	11131	05-29(0)	36105942
751104134	26316	06-22(0)	36105942
751104134	56924	06-18(0)	36105942
751104134	91558	08-10(0)	36105942
751104134	98766	08-18(0)	36105942
751104140	8487	06-15(0)	159744608
751104140	34172	08-29(0)	159744608
751104140	73571	06-17(0)	159744608
751104147	437	10-04(0)	1869430023
751104147	23560	08-13(0)	1869430023
751104147	28466	10-06(0)	1869430023
751104147	54365	08-26(0)	1869430023
751104147	62313	07-08(0)	1869430023
751104148	9512	09-22(0)	37949092
751104148	10159	09-29(0)	37949092
751104148	35530	08-30(0)	37949092
751104148	43139	05-23(0)	37949092
751104148	65566	06-24(0)	37949092
751104148	81305	09-25(0)	37949092
751104153	27315	09-23(0)	21934942
751104153	59249	09-18(0)	21934942
751104153	65649	08-22(0)	21934942
751104153	75641	06-14(0)	21934942
751104155	70932	07-07(0)	33753855
751104156	8000	05-30(0)	2405964197
751104156	9616	06-18(0)	2405964197
751104156	42223	06-10(0)	2405964197
751104156	45412	05-30(0)	2405964197
751104156	51519	10-09(0)	2405964197
751104156	91191	08-26(0)	2405964197
751104156	97079	08-18(0)	2405964197
751104159	1299	09-18(0)	42347372
751104159	2188	10-12(0)	42347372
751104159	16561	08-31(0)	42347372
751104159	21448	06-19(0)	42347372
751104159	30786	07-24(0)	42347372
751104159	40368	07-27(0)	42347372
751104159	42078	06-17(0)	42347372
751104159	85791	09-28(0)	42347372
751104161	3053	09-30(0)	78356389
751104161	28315	07-17(0)	78356389
751104161	43728	10-02(0)	78356389
751104161	58913	09-03(0)	78356389
751104161	81486	07-02(0)	78356389
751104161	93504	06-02(0)	78356389
751104161	98863	10-11(0)	78356389
751104163	20351	08-28(0)	1908312511
751104163	67289	08-03(0)	1908312511
751104163	74616	07-25(0)	1908312511
751104163	92004	09-27(0)	1908312511
751104164	24926	06-30(0)	44105478
751104164	27512	06-12(0)	44105478
751104164	31010	05-25(0)	44105478
751104164	45165	06-26(0)	44105478
751104164	74421	08-01(0)	44105478
751104165	22518	07-27(0)	4023238
751104165	85218	07-12(0)	4023238
751104166	16318	05-19(0)	302474431
751104166	25515	08-04(0)	302474431
751104166	55932	05-15(0)	302474431
751104166	91742	06-29(0)	302474431
751104167	4600	07-18(0)	199871017
751104167	15907	06-01(0)	199871017
751104167	35428	06-19(0)	199871017
751104167	35732	10-04(0)	199871017
751104167	56184	09-16(0)	199871017
751104167	83890	09-23(0)	199871017
751104168	5573	05-31(0)	63754720
751104168	28824	06-25(0)	63754720
751104168	33074	06-12(0)	63754720
751104168	64253	09-17(0)	63754720
751104168	76794	06-06(0)	63754720
751104175	8153	08-25(0)	1701013264
751104175	15140	08-22(0)	1701013264
751104175	39655	05-29(0)	1701013264
751104175	44129	09-05(0)	1701013264
751104175	48111	06-06(0)	1701013264
751104175	83165	08-22(0)	1701013264
751104176	32440	10-05(0)	2355384
751104177	22372	08-29(0)	67802121
751104177	25516	09-09(0)	67802121
751104177	33387	07-10(0)	67802121
751104177	44018	07-19(0)	67802121
751104177	53593	06-26(0)	67802121
751104177	96467	09-27(0)	67802121
751104177	97870	09-11(0)	67802121
751104181	27708	05-18(0)	489461799
751104181	35501	07-13(0)	489461799
751104181	38129	09-20(0)	489461799
751104181	67513	08-01(0)	489461799
751104182	33418	10-09(0)	214464499
751104182	42480	07-17(0)	214464499
751104182	70658	10-08(0)	214464499
751104182	87126	10-10(0)	214464499
751104185	2606	05-16(0)	2447291
751104185	21537	06-24(0)	2447291
751104185	40157	06-28(0)	2447291
751104185	46853	07-12(0)	2447291
751104185	81796	07-26(0)	2447291
751104185	94971	09-06(0)	2447291
751104186	2139	08-31(0)	35188063
751104186	46027	06-11(0)	35188063
751104186	48398	10-06(0)	35188063
751104186	55383	08-30(0)	35188063
751104186	61265	06-30(0)	35188063
751104186	63125	05-27(0)	35188063
751104186	92740	05-21(0)	35188063
751104186	94250	09-15(0)	35188063
751104190	2092	09-21(0)	8144826
751104190	7358	06-18(0)	8144826
751104190	7665	07-31(0)	8144826
751104190	15910	05-17(0)	8144826
751104190	25954	05-23(0)	8144826
751104190	29028	10-14(0)	8144826
751104190	30587	10-13(0)	8144826
751104190	52590	06-25(0)	8144826
751104190	68024	05-29(0)	8144826
751104191	29938	08-13(0)	2524742
751104191	66130	08-16(0)	2524742
751104191	67900	09-11(0)	2524742
