LOSSFILE	
FileFormatVersion	YLT_1.1
LossTableHeaderFormat	Manual Import
LossTableHeaderProducer	MAT-R
LossTableType	YLT
LossTableBasis	AM
CreateDate	2018-08-07
Model	Elements
ModelProvider	IF
ModelSystem	Elements
ModelSystemVersion	10.0.0.0
ModelSystemInstance	PRD
ResultsDatabaseName	IF_RES_2018_THFL
User	U000886
Simulation_Set_Id	7511
Peril	FL
Region	Thailand
Model_Version	10.0.0.0
ModelModule	DLM
Geo_Code	THA
SourceResultsReference	42
ResultsName	FPG_QS_SPL - FPG_QS_SPL
ResultsDescription	NA
Run_Date	2018-06-27
Run_Date	2018-06-27
Currency	THB
FinPerspective	GU
Years	100000
SimulationPeriodBasis	1
OccurrenceBasis	PerEvent
OEP2	0
OEP5	8169385
OEP10	131946097
OEP25	565116148
OEP50	1855095265
OEP100	2171342391
OEP200	2356876878
OEP250	2391373373
OEP500	2520814472
OEP1000	2683327326
OEP5000	2969410750
OEP10000	3104076686
AAL	86965188.90267
STD	352523451.318785
COV	4.05361565664306
#[HEADER-END]
EventID	Year	MM-DD(n)	Value
751103290	76427	10-09(0)	533258422
751103290	93085	05-15(0)	533258422
751103291	1387	07-22(0)	2873498263
751103291	26248	10-04(0)	2873498263
751103291	28391	06-23(0)	2873498263
751103291	31463	06-22(0)	2873498263
751103291	62822	06-27(0)	2873498263
751103291	84273	08-26(0)	2873498263
751103292	7962	07-25(0)	6958822
751103292	10630	06-06(0)	6958822
751103292	23656	07-17(0)	6958822
751103292	25322	08-01(0)	6958822
751103292	40131	06-12(0)	6958822
751103292	51125	07-19(0)	6958822
751103292	74612	07-22(0)	6958822
751103293	1666	08-27(0)	1989910398
751103293	19072	08-20(0)	1989910398
751103293	34687	10-14(0)	1989910398
751103293	44173	09-25(0)	1989910398
751103293	67591	05-26(0)	1989910398
751103293	75496	06-12(0)	1989910398
751103293	75908	10-04(0)	1989910398
751103293	87673	05-19(0)	1989910398
751103296	4071	09-13(0)	2063549456
751103296	20269	09-11(0)	2063549456
751103296	33656	08-09(0)	2063549456
751103296	51026	10-11(0)	2063549456
751103296	72166	08-11(0)	2063549456
751103296	93228	06-09(0)	2063549456
751103296	97119	05-28(0)	2063549456
751103299	29022	09-10(0)	603212
751103299	56251	05-23(0)	603212
751103299	72237	08-21(0)	603212
751103299	77765	09-30(0)	603212
751103299	85494	10-07(0)	603212
751103299	94142	05-31(0)	603212
751103299	96975	09-17(0)	603212
751103300	16085	06-15(0)	499242820
751103300	41144	07-15(0)	499242820
751103300	48376	05-15(0)	499242820
751103300	59690	10-09(0)	499242820
751103300	79510	09-03(0)	499242820
751103302	43597	07-10(0)	15259050
751103302	51685	08-05(0)	15259050
751103302	52348	09-27(0)	15259050
751103302	54278	06-30(0)	15259050
751103302	63868	10-08(0)	15259050
751103302	71075	06-29(0)	15259050
751103303	70403	06-21(0)	1990879
751103303	78472	06-28(0)	1990879
751103303	84886	06-14(0)	1990879
751103303	96854	09-02(0)	1990879
751103308	8244	08-19(0)	510147157
751103308	21433	07-14(0)	510147157
751103308	25732	06-12(0)	510147157
751103308	27654	10-03(0)	510147157
751103308	29084	06-28(0)	510147157
751103308	30352	09-12(0)	510147157
751103308	43096	05-26(0)	510147157
751103308	79450	09-25(0)	510147157
751103309	5584	06-30(0)	55604851
751103309	8945	05-28(0)	55604851
751103309	17718	05-22(0)	55604851
751103309	53269	07-30(0)	55604851
751103309	54515	09-10(0)	55604851
751103309	78847	07-08(0)	55604851
751103311	21994	06-24(0)	242324388
751103311	51332	07-16(0)	242324388
751103311	75530	10-01(0)	242324388
751103311	90428	06-29(0)	242324388
751103313	10111	08-11(0)	43150226
751103313	20667	10-13(0)	43150226
751103313	34374	07-29(0)	43150226
751103313	93195	06-28(0)	43150226
751103314	5829	05-23(0)	88255883
751103314	16841	09-30(0)	88255883
751103314	33002	06-02(0)	88255883
751103314	44096	10-12(0)	88255883
751103314	44930	09-25(0)	88255883
751103314	51057	07-28(0)	88255883
751103314	67237	07-12(0)	88255883
751103314	75494	08-26(0)	88255883
751103314	99144	09-27(0)	88255883
751103316	2818	10-13(0)	162186734
751103316	20985	08-03(0)	162186734
751103316	70023	09-14(0)	162186734
751103317	688	07-09(0)	1889410638
751103317	15035	08-16(0)	1889410638
751103317	23010	08-20(0)	1889410638
751103317	23252	08-13(0)	1889410638
751103317	34189	07-21(0)	1889410638
751103317	34415	08-26(0)	1889410638
751103317	41448	05-30(0)	1889410638
751103317	69914	06-22(0)	1889410638
751103317	77283	08-03(0)	1889410638
751103319	7516	08-03(0)	284374309
751103319	15386	09-05(0)	284374309
751103319	45398	08-10(0)	284374309
751103321	6788	06-30(0)	1720895
751103321	7953	06-16(0)	1720895
751103321	18164	10-05(0)	1720895
751103321	89201	07-17(0)	1720895
751103322	62080	10-03(0)	44688161
751103322	79365	07-16(0)	44688161
751103325	2007	07-05(0)	58218574
751103325	28041	09-14(0)	58218574
751103325	48677	08-01(0)	58218574
751103325	79161	06-24(0)	58218574
751103327	11627	09-30(0)	2461260435
751103327	42098	06-22(0)	2461260435
751103327	46341	08-21(0)	2461260435
751103327	90728	08-26(0)	2461260435
751103327	90886	05-27(0)	2461260435
751103328	25861	06-30(0)	140582656
751103328	29811	09-20(0)	140582656
751103328	30760	05-24(0)	140582656
751103328	36310	09-26(0)	140582656
751103328	49798	07-25(0)	140582656
751103328	53950	09-27(0)	140582656
751103329	4618	07-15(0)	1869205
751103329	18968	08-25(0)	1869205
751103329	43831	06-24(0)	1869205
751103329	45966	09-25(0)	1869205
751103329	69267	09-29(0)	1869205
751103329	83048	06-25(0)	1869205
751103331	17260	09-14(0)	27701804
751103331	53407	08-12(0)	27701804
751103331	56189	10-08(0)	27701804
751103331	69812	09-16(0)	27701804
751103331	92660	09-01(0)	27701804
751103331	97087	07-06(0)	27701804
751103332	30565	06-23(0)	43515550
751103332	35359	08-06(0)	43515550
751103333	34782	10-08(0)	158033360
751103333	44272	09-01(0)	158033360
751103333	58725	08-28(0)	158033360
751103333	68564	09-08(0)	158033360
751103333	94524	06-25(0)	158033360
751103334	26054	08-07(0)	33785573
751103334	61963	06-16(0)	33785573
751103334	62713	09-07(0)	33785573
751103334	74650	06-07(0)	33785573
751103334	77640	06-04(0)	33785573
751103334	81895	06-17(0)	33785573
751103334	85281	08-18(0)	33785573
751103335	2172	10-09(0)	314624375
751103335	24174	06-24(0)	314624375
751103335	61302	08-28(0)	314624375
751103335	72744	06-06(0)	314624375
751103340	26101	06-28(0)	56241804
751103340	53960	08-13(0)	56241804
751103340	65211	08-26(0)	56241804
751103340	80433	09-23(0)	56241804
751103342	168	09-14(0)	558696007
751103342	3578	09-14(0)	558696007
751103342	35169	08-07(0)	558696007
751103342	52537	09-25(0)	558696007
751103342	64635	09-09(0)	558696007
751103342	82752	08-16(0)	558696007
751103344	30641	08-09(0)	298264005
751103344	34594	10-05(0)	298264005
751103344	36252	08-25(0)	298264005
751103344	47980	07-11(0)	298264005
751103344	49219	08-19(0)	298264005
751103344	74537	08-05(0)	298264005
751103344	98044	08-21(0)	298264005
751103345	10238	07-19(0)	40541559
751103345	39385	07-11(0)	40541559
751103345	72407	10-12(0)	40541559
751103348	17891	09-25(0)	509598585
751103348	37821	08-13(0)	509598585
751103348	48687	08-30(0)	509598585
751103348	78297	06-02(0)	509598585
751103348	83381	08-09(0)	509598585
751103348	86495	07-25(0)	509598585
751103351	27024	07-02(0)	631484359
751103351	34988	10-06(0)	631484359
751103352	5857	07-06(0)	184613150
751103352	34513	08-16(0)	184613150
751103352	63131	07-22(0)	184613150
751103352	70170	07-11(0)	184613150
751103352	98436	05-31(0)	184613150
751103354	55882	10-08(0)	7972788
751103354	59598	08-10(0)	7972788
751103354	88991	09-21(0)	7972788
751103354	98351	07-30(0)	7972788
751103355	3169	08-27(0)	339185861
751103355	6885	07-01(0)	339185861
751103355	38747	08-21(0)	339185861
751103355	40429	06-14(0)	339185861
751103355	57750	07-05(0)	339185861
751103357	55108	07-11(0)	3830132
751103357	57898	05-27(0)	3830132
751103357	65984	07-06(0)	3830132
751103357	81485	06-07(0)	3830132
751103360	37253	10-09(0)	1017222967
751103360	45850	07-04(0)	1017222967
751103360	56632	05-23(0)	1017222967
751103360	69299	09-29(0)	1017222967
751103361	1708	08-14(0)	13951840
751103361	7209	09-14(0)	13951840
751103361	14750	09-08(0)	13951840
751103361	62697	08-28(0)	13951840
751103361	65000	06-22(0)	13951840
751103361	90440	07-31(0)	13951840
751103361	98974	06-18(0)	13951840
751103364	28355	07-21(0)	2150245928
751103364	36012	05-22(0)	2150245928
751103364	40475	05-18(0)	2150245928
751103364	40593	07-04(0)	2150245928
751103368	9623	06-03(0)	18232080
751103368	18024	07-28(0)	18232080
751103368	32012	06-09(0)	18232080
751103368	34055	07-30(0)	18232080
751103368	81241	05-29(0)	18232080
751103369	45296	08-13(0)	41648667
751103369	74269	07-09(0)	41648667
751103369	87578	10-05(0)	41648667
751103372	12941	10-01(0)	178069490
751103372	25511	06-16(0)	178069490
751103372	90980	06-02(0)	178069490
751103372	96513	07-09(0)	178069490
751103376	10541	09-17(0)	233604430
751103376	17490	07-15(0)	233604430
751103376	28427	09-02(0)	233604430
751103376	32091	09-28(0)	233604430
751103376	51083	06-23(0)	233604430
751103376	88640	07-01(0)	233604430
751103377	21257	10-10(0)	1888323
751103377	66976	08-08(0)	1888323
751103377	78734	07-20(0)	1888323
751103377	90607	06-05(0)	1888323
751103381	35811	05-17(0)	2271441754
751103382	17799	09-03(0)	7363850
751103382	48311	08-24(0)	7363850
751103382	63301	06-28(0)	7363850
751103382	95313	05-21(0)	7363850
751103383	11937	05-30(0)	20313481
751103383	19253	05-24(0)	20313481
751103383	19693	08-17(0)	20313481
751103383	35522	10-01(0)	20313481
751103383	90927	10-14(0)	20313481
751103383	90994	09-28(0)	20313481
751103385	50644	08-30(0)	173671392
751103385	63055	07-30(0)	173671392
751103387	7738	08-21(0)	106459307
751103387	66986	08-13(0)	106459307
751103387	68929	08-02(0)	106459307
751103387	76737	10-09(0)	106459307
751103392	40782	07-26(0)	182715034
751103392	44920	10-05(0)	182715034
751103392	81611	06-11(0)	182715034
751103392	93587	07-01(0)	182715034
751103395	30588	10-07(0)	128679209
751103395	93280	07-02(0)	128679209
751103397	41856	10-01(0)	63809362
751103397	46147	10-10(0)	63809362
751103397	64610	07-14(0)	63809362
751103399	4382	09-06(0)	233557163
751103399	26787	08-15(0)	233557163
751103399	68577	08-19(0)	233557163
751103403	36764	07-02(0)	43057238
751103403	44000	09-09(0)	43057238
751103403	97405	08-07(0)	43057238
751103403	98588	08-09(0)	43057238
751103404	1095	08-31(0)	331704312
751103404	54950	09-09(0)	331704312
751103404	66388	09-20(0)	331704312
751103406	17672	06-18(0)	7801431
751103406	20347	07-14(0)	7801431
751103406	41436	07-15(0)	7801431
751103406	99415	09-29(0)	7801431
751103407	8562	07-10(0)	651827194
751103407	50108	10-03(0)	651827194
751103407	53851	09-04(0)	651827194
751103407	58038	05-28(0)	651827194
751103407	99338	09-03(0)	651827194
751103410	13038	09-13(0)	491373844
751103410	38415	07-22(0)	491373844
751103410	41432	10-08(0)	491373844
751103410	59867	06-08(0)	491373844
751103410	83452	07-09(0)	491373844
751103410	88075	06-20(0)	491373844
751103410	88842	06-25(0)	491373844
751103421	46150	07-13(0)	269626629
751103421	76120	08-30(0)	269626629
751103421	80293	08-06(0)	269626629
751103421	92399	06-10(0)	269626629
751103427	5652	06-10(0)	173201644
751103427	25958	09-10(0)	173201644
751103427	26873	10-08(0)	173201644
751103427	58796	10-04(0)	173201644
751103427	74172	09-22(0)	173201644
751103428	4779	06-18(0)	35846340
751103428	35633	06-10(0)	35846340
751103428	36088	05-28(0)	35846340
751103428	40640	05-27(0)	35846340
751103428	90696	10-04(0)	35846340
751103434	1445	06-17(0)	235350533
751103434	4404	07-12(0)	235350533
751103434	25451	07-29(0)	235350533
751103434	26009	07-29(0)	235350533
751103434	28336	10-01(0)	235350533
751103434	44873	09-17(0)	235350533
751103434	57920	05-17(0)	235350533
751103434	77026	06-13(0)	235350533
751103435	6340	05-20(0)	14951052
751103435	15317	08-21(0)	14951052
751103435	34569	09-03(0)	14951052
751103435	81744	07-03(0)	14951052
751103435	87386	06-23(0)	14951052
751103435	92956	09-09(0)	14951052
751103436	6255	07-04(0)	24784468
751103436	36859	09-24(0)	24784468
751103436	39814	05-29(0)	24784468
751103436	60285	05-30(0)	24784468
751103436	76603	09-19(0)	24784468
751103436	86612	06-11(0)	24784468
751103436	89871	10-03(0)	24784468
751103439	28360	08-19(0)	303731610
751103439	32547	09-18(0)	303731610
751103439	50012	09-20(0)	303731610
751103439	58947	09-16(0)	303731610
751103439	66777	09-20(0)	303731610
751103439	71240	08-15(0)	303731610
751103439	87342	08-21(0)	303731610
751103441	6101	05-25(0)	60251764
751103441	24404	08-19(0)	60251764
751103441	28262	06-16(0)	60251764
751103441	30986	09-29(0)	60251764
751103441	34284	05-29(0)	60251764
751103441	60364	08-02(0)	60251764
751103441	84681	08-21(0)	60251764
751103442	45170	09-07(0)	16725426
751103442	80313	06-20(0)	16725426
751103445	9392	07-28(0)	2432848323
751103445	31556	06-11(0)	2432848323
751103445	34407	09-02(0)	2432848323
751103445	35735	07-30(0)	2432848323
751103445	36570	06-30(0)	2432848323
751103445	51856	08-29(0)	2432848323
751103445	60986	07-26(0)	2432848323
751103445	78214	08-03(0)	2432848323
751103445	84910	08-29(0)	2432848323
751103445	94573	07-05(0)	2432848323
751103447	3296	06-07(0)	13349663
751103447	66522	08-25(0)	13349663
751103447	71016	09-02(0)	13349663
751103447	76753	08-09(0)	13349663
751103447	91213	10-12(0)	13349663
751103450	380	10-06(0)	296800190
751103450	25903	08-31(0)	296800190
751103450	36526	08-03(0)	296800190
751103450	47760	06-15(0)	296800190
751103450	61620	06-10(0)	296800190
751103450	70959	07-24(0)	296800190
751103450	78378	07-21(0)	296800190
751103453	1764	09-09(0)	1723604505
751103453	93638	07-28(0)	1723604505
751103455	17986	07-18(0)	558229349
751103455	21763	07-12(0)	558229349
751103455	23547	07-01(0)	558229349
751103455	77004	05-23(0)	558229349
751103455	83180	10-11(0)	558229349
751103455	97392	08-30(0)	558229349
751103459	26911	06-19(0)	135731866
751103459	36319	09-18(0)	135731866
751103459	46559	07-21(0)	135731866
751103459	69358	06-12(0)	135731866
751103459	91723	08-08(0)	135731866
751103461	3938	05-31(0)	7926778
751103461	14245	10-04(0)	7926778
751103461	18669	07-15(0)	7926778
751103461	22747	09-03(0)	7926778
751103461	41171	09-13(0)	7926778
751103461	85844	08-31(0)	7926778
751103461	96245	06-17(0)	7926778
751103467	6612	08-19(0)	158239926
751103467	20177	06-18(0)	158239926
751103467	20225	07-27(0)	158239926
751103467	24701	06-09(0)	158239926
751103467	30177	08-09(0)	158239926
751103468	9056	09-04(0)	30370493
751103468	12492	05-23(0)	30370493
751103468	13855	10-05(0)	30370493
751103468	26602	10-04(0)	30370493
751103468	28015	08-19(0)	30370493
751103468	31908	07-09(0)	30370493
751103468	32455	09-27(0)	30370493
751103468	33153	06-20(0)	30370493
751103468	48754	09-25(0)	30370493
751103468	86562	06-27(0)	30370493
751103474	6602	05-29(0)	186786981
751103474	17537	08-07(0)	186786981
751103474	29347	07-23(0)	186786981
751103474	42229	05-21(0)	186786981
751103474	60445	09-23(0)	186786981
751103474	65678	10-06(0)	186786981
751103474	71278	06-20(0)	186786981
751103474	76067	05-24(0)	186786981
751103474	80003	09-05(0)	186786981
751103474	95712	06-03(0)	186786981
751103477	7283	07-29(0)	7171270
751103477	93147	08-05(0)	7171270
751103479	23373	08-11(0)	27750921
751103479	45991	05-16(0)	27750921
751103479	66448	06-29(0)	27750921
751103479	69470	07-04(0)	27750921
751103479	89105	08-10(0)	27750921
751103479	90677	06-24(0)	27750921
751103480	2422	06-29(0)	241340030
751103480	8785	06-23(0)	241340030
751103480	43521	06-07(0)	241340030
751103480	52938	07-22(0)	241340030
751103480	60109	05-24(0)	241340030
751103480	63173	09-18(0)	241340030
751103480	89723	06-03(0)	241340030
751103480	94744	09-28(0)	241340030
751103482	1697	05-18(0)	8971018
751103482	2418	07-15(0)	8971018
751103482	4698	09-04(0)	8971018
751103482	7554	09-21(0)	8971018
751103482	22293	10-09(0)	8971018
751103482	28237	08-04(0)	8971018
751103482	32941	06-07(0)	8971018
751103482	59370	07-31(0)	8971018
751103487	22682	07-19(0)	248150408
751103487	29306	10-11(0)	248150408
751103487	41078	09-29(0)	248150408
751103487	52995	10-09(0)	248150408
751103487	85444	06-16(0)	248150408
751103487	96016	05-27(0)	248150408
751103494	30339	06-09(0)	35247106
751103494	44487	09-08(0)	35247106
751103494	62826	09-07(0)	35247106
751103494	66861	08-04(0)	35247106
751103494	67897	08-09(0)	35247106
751103497	21976	06-21(0)	178838766
751103497	26343	06-11(0)	178838766
751103497	61011	05-20(0)	178838766
751103497	81184	08-19(0)	178838766
751103497	92618	09-05(0)	178838766
751103498	5349	08-07(0)	29612282
751103498	52770	10-01(0)	29612282
751103498	54420	07-30(0)	29612282
751103498	57004	09-19(0)	29612282
751103498	62757	10-03(0)	29612282
751103498	98971	05-19(0)	29612282
751103498	99905	07-24(0)	29612282
751103502	16887	08-07(0)	1824413931
751103502	45242	08-23(0)	1824413931
751103502	65280	08-07(0)	1824413931
751103502	99677	08-06(0)	1824413931
751103503	28970	10-11(0)	40257764
751103503	45727	08-01(0)	40257764
751103503	50318	05-22(0)	40257764
751103503	52662	06-05(0)	40257764
751103503	80772	10-10(0)	40257764
751103503	95501	09-10(0)	40257764
751103504	16289	06-03(0)	6465787
751103504	17060	06-15(0)	6465787
751103504	50626	09-06(0)	6465787
751103504	53881	06-08(0)	6465787
751103504	69877	06-14(0)	6465787
751103508	30098	05-26(0)	43633035
751103508	37563	06-17(0)	43633035
751103508	85396	06-23(0)	43633035
751103509	9306	07-23(0)	498608197
751103509	17955	08-19(0)	498608197
751103509	47648	09-19(0)	498608197
751103510	8478	06-25(0)	81690465
751103510	18725	08-29(0)	81690465
751103510	26421	07-04(0)	81690465
751103510	80404	05-28(0)	81690465
751103510	84931	06-03(0)	81690465
751103510	86634	07-05(0)	81690465
751103510	95124	08-01(0)	81690465
751103511	5801	09-28(0)	830778
751103511	6021	07-22(0)	830778
751103511	21232	06-23(0)	830778
751103511	66424	08-08(0)	830778
751103513	4426	06-20(0)	8360846
751103513	18976	07-16(0)	8360846
751103513	38809	07-12(0)	8360846
751103513	41969	07-16(0)	8360846
751103513	48686	06-25(0)	8360846
751103513	77770	08-12(0)	8360846
751103513	81371	05-16(0)	8360846
751103513	82459	06-27(0)	8360846
751103513	85391	09-20(0)	8360846
751103513	95980	10-01(0)	8360846
751103513	96720	08-30(0)	8360846
751103515	33645	08-25(0)	8456683
751103515	34133	05-16(0)	8456683
751103515	72159	10-13(0)	8456683
751103518	30677	06-29(0)	5536551
751103518	68745	08-06(0)	5536551
751103518	83765	10-10(0)	5536551
751103518	98602	07-21(0)	5536551
751103519	38187	10-06(0)	1644822
751103519	48939	09-28(0)	1644822
751103519	64541	09-30(0)	1644822
751103519	67661	05-26(0)	1644822
751103519	73637	05-30(0)	1644822
751103521	6050	05-23(0)	2298054
751103521	21510	08-02(0)	2298054
751103521	29082	09-17(0)	2298054
751103521	65609	08-01(0)	2298054
751103521	72909	08-02(0)	2298054
751103521	99596	06-09(0)	2298054
751103526	8966	05-26(0)	7012174
751103526	20537	08-31(0)	7012174
751103528	30698	06-08(0)	1732422951
751103528	81934	09-02(0)	1732422951
751103528	88459	06-01(0)	1732422951
751103528	90908	09-13(0)	1732422951
751103529	11375	08-15(0)	23672450
751103529	15043	07-02(0)	23672450
751103529	55805	06-16(0)	23672450
751103529	81827	08-23(0)	23672450
751103529	83733	10-04(0)	23672450
751103529	94125	08-26(0)	23672450
751103533	49832	06-20(0)	1813265602
751103533	77101	09-25(0)	1813265602
751103533	89319	05-18(0)	1813265602
751103535	25715	06-17(0)	415063244
751103535	29578	07-19(0)	415063244
751103535	36880	07-22(0)	415063244
751103535	65753	07-25(0)	415063244
751103535	90414	09-01(0)	415063244
751103537	24422	08-29(0)	306385669
751103537	37755	07-19(0)	306385669
751103537	44373	07-29(0)	306385669
751103537	47678	07-05(0)	306385669
751103537	72456	05-16(0)	306385669
751103539	3208	08-21(0)	130051402
751103539	37287	08-27(0)	130051402
751103539	54236	05-17(0)	130051402
751103545	66175	06-10(0)	1876814512
751103545	89270	06-17(0)	1876814512
751103548	34535	09-21(0)	1514081
751103548	37967	08-19(0)	1514081
751103548	56733	05-26(0)	1514081
751103548	85144	06-26(0)	1514081
751103551	73978	08-22(0)	487050068
751103554	3461	09-22(0)	1876478447
751103554	36003	05-30(0)	1876478447
751103554	41758	10-12(0)	1876478447
751103554	89703	06-04(0)	1876478447
751103554	93848	06-25(0)	1876478447
751103554	96168	06-14(0)	1876478447
751103554	96490	06-21(0)	1876478447
751103555	26114	06-04(0)	2313176465
751103555	50324	06-05(0)	2313176465
751103555	60472	07-01(0)	2313176465
751103555	66726	06-01(0)	2313176465
751103555	76325	10-13(0)	2313176465
751103555	82628	07-26(0)	2313176465
751103555	85901	05-18(0)	2313176465
751103556	3476	08-12(0)	52561184
751103556	53671	08-28(0)	52561184
751103556	85741	08-06(0)	52561184
751103557	19069	08-22(0)	47280287
751103557	26349	09-06(0)	47280287
751103557	32143	08-21(0)	47280287
751103557	35182	06-09(0)	47280287
751103557	40700	08-24(0)	47280287
751103559	12292	08-10(0)	180201534
751103559	33625	08-06(0)	180201534
751103559	58500	07-23(0)	180201534
